Sales Person,Geography,Product,Date,Sales,Boxes
Karlen McCaffrey,New Zealand  ,85% Dark Bars,03-04-2023,"$6,413 ",157
Mallorie Waber,Australia  ,Almond Choco,06-10-2023,"$5,229 ",391
Kelci Walkden,USA  ,Mint Chip Choco,21-12-2023,"$1,553 ",405
Brien Boise,Canada ,50% Dark Bites,07-06-2023,"$2,993 ",19
Jehu Rudeforth,New Zealand   ,Caramel Stuffed Bars,08-06-2023,"$10,692 ",662
Ches Bonnell,USA   ,70% Dark Bites,18-01-2024,"$7,349 ",655
Karlen McCaffrey,Australia   ,Raspberry Choco,15-09-2023,"$6,989 ",226
Barr Faughny,New Zealand  ,Choco Coated Almonds,27-04-2023,"$2,237 ",478
Barr Faughny,Canada,70% Dark Bites,25-05-2023,"$7,013 ",516
Dennison Crosswaite,Canada  ,Raspberry Choco,30-03-2023,"$4,241 ",89
Gunar Cockshoot,UK   ,Drinking Coco,03-05-2023,"$5,994 ",140
Camilla Castle,Canada   ,Drinking Coco,12-06-2023,"$5,578 ",158
Curtice Advani,Canada,Caramel Stuffed Bars,13-11-2023,"$3,992 ",480
Curtice Advani,New Zealand,Milk Bars,23-08-2023,"$10,906 ",448
Wilone O'Kielt,New Zealand ,85% Dark Bars,22-11-2023,"$7,848 ",190
Beverie Moffet,New Zealand,Mint Chip Choco,15-02-2024,"$3,490 ",302
Van Tuxwell,India,Smooth Silky Salty,03-07-2023,"$3,569 ",157
Andria Kimpton,UK,Choco Coated Almonds,03-03-2023,"$9,754 ",848
Van Tuxwell,USA ,Almond Choco,03-08-2023,"$2,189 ",213
Barr Faughny,India   ,Baker's Choco Chips,08-12-2023,"$3,911 ",274
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,22-05-2023,"$8,721 ",350
Camilla Castle,Canada   ,Manuka Honey Choco,23-08-2023,"$13,226 ",28
Jan Morforth,India ,Peanut Butter Cubes,11-04-2023,"$9,956 ",487
Curtice Advani,USA,Spicy Special Slims,12-01-2024,$403 ,183
Brien Boise,India,70% Dark Bites,01-01-2024,"$2,237 ",245
Husein Augar,Australia,Peanut Butter Cubes,09-06-2023,"$5,333 ",272
Dotty Strutley,UK   ,99% Dark & Pure,20-03-2023,"$2,360 ",583
Oby Sorrel,New Zealand  ,Mint Chip Choco,08-12-2023,"$6,993 ",476
Ches Bonnell,Australia  ,Raspberry Choco,26-12-2023,"$3,371 ",440
Madelene Upcott,India  ,85% Dark Bars,06-07-2023,"$3,564 ",725
Oby Sorrel,Australia,Caramel Stuffed Bars,14-09-2023,"$8,775 ",27
Roddy Speechley,UK ,Orange Choco,11-07-2023,"$3,962 ",368
Brien Boise,New Zealand,70% Dark Bites,24-04-2023,"$3,564 ",815
Brien Boise,Canada ,Organic Choco Syrup,30-03-2023,"$1,652 ",273
Husein Augar,New Zealand,White Choc,22-02-2023,"$3,548 ",43
Brien Boise,India,Milk Bars,09-03-2023,"$12,481 ",104
Kaine Padly,Canada  ,Caramel Stuffed Bars,20-11-2023,"$5,758 ",692
Gunar Cockshoot,New Zealand   ,Eclairs,12-01-2024,"$3,168 ",149
Madelene Upcott,New Zealand  ,Fruit & Nut Bars,14-08-2023,"$6,566 ",773
Van Tuxwell,UK   ,Almond Choco,05-02-2024,"$8,352 ",809
Curtice Advani,New Zealand,Fruit & Nut Bars,14-06-2023,"$2,399 ",714
Dotty Strutley,New Zealand  ,70% Dark Bites,27-04-2023,"$1,901 ",573
Curtice Advani,Canada  ,Peanut Butter Cubes,19-10-2023,"$8,008 ",215
Wilone O'Kielt,Australia  ,Spicy Special Slims,29-02-2024,"$14,708 ",45
Wilone O'Kielt,USA ,Mint Chip Choco,02-10-2023,"$2,689 ",797
Gigi Bohling,India,Orange Choco,15-12-2023,"$7,463 ",302
Wilone O'Kielt,Australia   ,Caramel Stuffed Bars,15-06-2023,"$1,478 ",1345
Van Tuxwell,UK   ,Drinking Coco,17-10-2023,"$5,580 ",98
Roddy Speechley,India  ,Organic Choco Syrup,15-05-2023,"$4,734 ",1556
Beverie Moffet,New Zealand   ,Smooth Silky Salty,08-02-2023,"$9,882 ",258
Roddy Speechley,New Zealand   ,50% Dark Bites,15-02-2023,$356 ,202
Van Tuxwell,New Zealand ,Eclairs,05-05-2023,"$3,029 ",430
Beverie Moffet,UK   ,Smooth Silky Salty,16-05-2023,"$3,782 ",14
Jehu Rudeforth,Australia ,Baker's Choco Chips,27-03-2023,"$4,158 ",1460
Karlen McCaffrey,India   ,Baker's Choco Chips,13-02-2023,$9 ,208
Barr Faughny,India  ,99% Dark & Pure,23-06-2023,$72 ,113
Jan Morforth,Australia  ,Fruit & Nut Bars,25-04-2023,"$11,945 ",173
Ches Bonnell,Australia   ,Baker's Choco Chips,26-09-2023,"$5,735 ",754
Dotty Strutley,USA  ,Baker's Choco Chips,31-01-2024,"$2,000 ",240
Beverie Moffet,Canada  ,After Nines,27-12-2023,"$6,329 ",63
Brien Boise,Australia   ,50% Dark Bites,17-10-2023,"$1,611 ",233
Gigi Bohling,USA ,99% Dark & Pure,14-09-2023,"$2,257 ",316
Dennison Crosswaite,USA,70% Dark Bites,06-02-2024,"$8,593 ",581
Mallorie Waber,USA,Fruit & Nut Bars,19-09-2023,"$3,042 ",707
Andria Kimpton,Australia  ,Spicy Special Slims,01-02-2023,"$4,516 ",219
Jehu Rudeforth,India   ,After Nines,13-06-2023,"$3,947 ",90
Roddy Speechley,India ,Eclairs,15-05-2023,"$3,598 ",749
Camilla Castle,USA,Drinking Coco,17-01-2024,"$5,927 ",1153
Jehu Rudeforth,New Zealand   ,Manuka Honey Choco,25-10-2023,"$2,864 ",336
Kelci Walkden,Canada   ,White Choc,31-01-2024,$970 ,90
Brien Boise,Canada  ,Fruit & Nut Bars,31-01-2024,"$6,046 ",601
Kelci Walkden,India   ,Organic Choco Syrup,12-09-2023,"$7,504 ",406
Camilla Castle,India ,Caramel Stuffed Bars,25-05-2023,"$13,246 ",1142
Beverie Moffet,UK   ,Organic Choco Syrup,22-12-2023,$304 ,542
Ches Bonnell,USA  ,50% Dark Bites,27-04-2023,"$1,514 ",293
Gigi Bohling,USA,Organic Choco Syrup,28-09-2023,"$15,251 ",28
Dennison Crosswaite,India   ,Baker's Choco Chips,22-08-2023,"$7,045 ",41
Karlen McCaffrey,UK   ,Almond Choco,17-11-2023,"$8,242 ",284
Mallorie Waber,Canada,Fruit & Nut Bars,25-12-2023,"$1,242 ",315
Kaine Padly,USA   ,Milk Bars,08-02-2024,"$9,313 ",229
Roddy Speechley,Canada,Caramel Stuffed Bars,25-08-2023,"$3,929 ",469
Gunar Cockshoot,UK   ,Smooth Silky Salty,06-03-2023,$425 ,181
Wilone O'Kielt,USA   ,Choco Coated Almonds,01-02-2024,$11 ,28
Jehu Rudeforth,USA ,Eclairs,01-02-2024,"$2,484 ",971
Kaine Padly,UK  ,Raspberry Choco,03-05-2023,"$8,971 ",507
Andria Kimpton,USA ,Fruit & Nut Bars,07-12-2023,"$13,455 ",267
Rafaelita Blaksland,Canada ,Drinking Coco,25-12-2023,"$4,977 ",587
Andria Kimpton,UK ,Caramel Stuffed Bars,27-11-2023,"$9,929 ",254
Karlen McCaffrey,USA ,Manuka Honey Choco,17-05-2023,"$9,169 ",239
Kelci Walkden,UK,Choco Coated Almonds,21-12-2023,"$5,663 ",26
Curtice Advani,India  ,After Nines,12-01-2024,"$7,999 ",151
Dennison Crosswaite,Australia ,Caramel Stuffed Bars,15-06-2023,"$4,912 ",540
Kaine Padly,Canada  ,Choco Coated Almonds,06-06-2023,"$11,567 ",1102
Brien Boise,India  ,Almond Choco,10-08-2023,"$6,593 ",609
Roddy Speechley,New Zealand,White Choc,14-02-2023,"$9,457 ",93
Barr Faughny,Canada   ,Fruit & Nut Bars,06-02-2023,"$9,898 ",279
Roddy Speechley,New Zealand  ,Spicy Special Slims,21-02-2024,"$12,344 ",385
Husein Augar,UK ,Milk Bars,10-02-2023,"$5,400 ",713
Dennison Crosswaite,New Zealand   ,Fruit & Nut Bars,30-03-2023,"$6,766 ",123
Camilla Castle,Australia ,Drinking Coco,27-03-2023,"$6,379 ",808
Ches Bonnell,New Zealand   ,99% Dark & Pure,15-12-2023,"$3,886 ",111
Husein Augar,Canada,50% Dark Bites,01-03-2023,"$7,603 ",213
Wilone O'Kielt,Australia  ,Orange Choco,24-01-2024,"$7,038 ",262
Rafaelita Blaksland,USA   ,Spicy Special Slims,01-02-2023,$630 ,103
Curtice Advani,Canada ,Smooth Silky Salty,26-07-2023,"$2,547 ",405
Beverie Moffet,New Zealand   ,Almond Choco,10-07-2023,"$8,944 ",209
Roddy Speechley,India   ,Caramel Stuffed Bars,01-02-2024,"$5,632 ",525
Wilone O'Kielt,Canada   ,Smooth Silky Salty,26-04-2023,$77 ,63
Brien Boise,India ,Caramel Stuffed Bars,24-05-2023,"$3,758 ",646
Curtice Advani,Australia ,After Nines,04-09-2023,"$5,531 ",92
Camilla Castle,Australia   ,Choco Coated Almonds,11-10-2023,$835 ,339
Madelene Upcott,India   ,Orange Choco,11-09-2023,"$7,029 ",499
Dotty Strutley,UK,Choco Coated Almonds,22-03-2023,"$2,664 ",530
Mallorie Waber,USA,Almond Choco,09-01-2024,"$9,970 ",302
Brien Boise,Canada   ,Caramel Stuffed Bars,20-07-2023,"$15,530 ",60
Kaine Padly,Australia,Orange Choco,24-05-2023,$65 ,800
Husein Augar,India ,Drinking Coco,21-09-2023,"$6,109 ",713
Curtice Advani,Canada   ,Milk Bars,14-09-2023,"$3,877 ",487
Beverie Moffet,UK ,White Choc,06-02-2024,"$5,783 ",37
Barr Faughny,UK,Orange Choco,21-07-2023,"$8,627 ",1066
Wilone O'Kielt,Canada   ,50% Dark Bites,28-04-2023,"$10,843 ",9
Rafaelita Blaksland,Canada  ,Mint Chip Choco,18-04-2023,"$1,485 ",261
Dennison Crosswaite,India ,Raspberry Choco,29-05-2023,"$7,871 ",46
Marney O'Breen,Australia ,Milk Bars,23-03-2023,"$9,569 ",56
Camilla Castle,Canada   ,Mint Chip Choco,20-09-2023,"$2,581 ",46
Van Tuxwell,Australia,Choco Coated Almonds,22-09-2023,$376 ,224
Mallorie Waber,USA ,Drinking Coco,16-02-2024,"$5,049 ",118
Dennison Crosswaite,New Zealand ,Eclairs,25-09-2023,"$4,219 ",369
Karlen McCaffrey,India,Caramel Stuffed Bars,22-02-2023,"$8,141 ",98
Van Tuxwell,USA   ,50% Dark Bites,16-02-2024,$884 ,54
Curtice Advani,USA ,99% Dark & Pure,10-10-2023,"$8,213 ",70
Kelci Walkden,UK   ,Almond Choco,03-02-2023,"$3,771 ",243
Jehu Rudeforth,UK   ,Spicy Special Slims,08-06-2023,"$5,175 ",778
Van Tuxwell,Australia  ,Milk Bars,01-02-2023,"$12,704 ",72
Barr Faughny,India,Drinking Coco,10-04-2023,"$5,200 ",34
Barr Faughny,India   ,70% Dark Bites,10-03-2023,"$3,393 ",412
Andria Kimpton,Canada  ,Orange Choco,11-12-2023,"$7,864 ",430
Dotty Strutley,New Zealand  ,Peanut Butter Cubes,22-01-2024,"$8,206 ",203
Marney O'Breen,USA  ,Orange Choco,05-10-2023,$531 ,3
Husein Augar,India  ,Raspberry Choco,30-05-2023,"$3,746 ",679
Mallorie Waber,New Zealand,Caramel Stuffed Bars,28-02-2024,"$9,509 ",451
Wilone O'Kielt,USA  ,Caramel Stuffed Bars,29-02-2024,"$7,454 ",94
Marney O'Breen,Canada  ,50% Dark Bites,10-10-2023,"$4,977 ",354
Oby Sorrel,Canada,Caramel Stuffed Bars,14-07-2023,"$5,661 ",389
Husein Augar,Australia,Fruit & Nut Bars,02-02-2024,"$11,471 ",10
Beverie Moffet,USA   ,Smooth Silky Salty,06-02-2023,"$20,174 ",133
Marney O'Breen,India  ,Eclairs,23-02-2024,"$1,370 ",917
Jehu Rudeforth,New Zealand ,Spicy Special Slims,28-11-2023,"$9,781 ",544
Marney O'Breen,New Zealand ,Spicy Special Slims,26-07-2023,"$1,467 ",538
Oby Sorrel,UK,Almond Choco,09-11-2023,"$4,835 ",268
Ches Bonnell,UK   ,White Choc,18-10-2023,"$8,953 ",373
Marney O'Breen,Australia,Mint Chip Choco,04-04-2023,"$1,890 ",66
Brien Boise,India,85% Dark Bars,02-03-2023,"$2,727 ",7
Gunar Cockshoot,Canada  ,Eclairs,01-09-2023,"$7,072 ",1674
Husein Augar,New Zealand ,Eclairs,28-06-2023,"$3,591 ",178
Rafaelita Blaksland,UK   ,Smooth Silky Salty,01-03-2023,"$20,036 ",56
Jan Morforth,UK ,Choco Coated Almonds,12-01-2024,"$4,187 ",742
Curtice Advani,New Zealand,Orange Choco,10-01-2024,"$3,238 ",673
Kelci Walkden,India  ,Manuka Honey Choco,06-07-2023,"$7,497 ",398
Husein Augar,India ,85% Dark Bars,03-07-2023,$630 ,235
Andria Kimpton,Australia ,99% Dark & Pure,08-09-2023,"$8,312 ",181
Gigi Bohling,Australia   ,85% Dark Bars,13-11-2023,$923 ,388
Karlen McCaffrey,Australia,Caramel Stuffed Bars,19-04-2023,"$3,546 ",1095
Kaine Padly,USA   ,Orange Choco,24-08-2023,"$5,103 ",296
Barr Faughny,Australia ,Eclairs,10-03-2023,"$4,320 ",381
Marney O'Breen,Canada,Fruit & Nut Bars,31-01-2024,"$7,938 ",170
Dennison Crosswaite,Australia,Orange Choco,18-05-2023,"$1,271 ",61
Dotty Strutley,Canada  ,Manuka Honey Choco,06-12-2023,"$3,852 ",180
Ches Bonnell,New Zealand   ,Raspberry Choco,17-08-2023,"$4,163 ",872
Beverie Moffet,India  ,After Nines,26-05-2023,$369 ,112
Gigi Bohling,New Zealand,White Choc,13-02-2023,"$7,047 ",505
Brien Boise,New Zealand,Organic Choco Syrup,12-10-2023,"$1,040 ",129
Van Tuxwell,New Zealand   ,Milk Bars,06-10-2023,"$4,433 ",386
Husein Augar,USA  ,Caramel Stuffed Bars,17-10-2023,"$1,226 ",1356
Madelene Upcott,UK  ,Smooth Silky Salty,01-01-2024,"$1,800 ",329
Kelci Walkden,Australia ,99% Dark & Pure,27-09-2023,"$10,697 ",273
Oby Sorrel,Australia ,Almond Choco,17-07-2023,"$11,543 ",550
Gunar Cockshoot,New Zealand   ,70% Dark Bites,17-08-2023,$495 ,364
Jan Morforth,India   ,Baker's Choco Chips,02-06-2023,"$3,402 ",941
Mallorie Waber,Australia   ,50% Dark Bites,04-01-2024,"$10,670 ",86
Van Tuxwell,Canada   ,Peanut Butter Cubes,10-02-2023,"$5,245 ",81
Beverie Moffet,UK  ,Choco Coated Almonds,01-09-2023,$844 ,574
Marney O'Breen,USA  ,Eclairs,22-12-2023,"$4,885 ",72
Oby Sorrel,India ,Manuka Honey Choco,03-02-2023,"$6,149 ",249
Ches Bonnell,Canada,Almond Choco,08-02-2023,"$6,550 ",231
Ches Bonnell,Australia   ,85% Dark Bars,25-07-2023,"$3,582 ",139
Ches Bonnell,USA  ,Smooth Silky Salty,27-06-2023,$389 ,149
Jehu Rudeforth,India,Orange Choco,20-07-2023,"$7,009 ",121
Roddy Speechley,UK  ,Choco Coated Almonds,20-09-2023,"$2,048 ",645
Madelene Upcott,New Zealand ,70% Dark Bites,01-01-2024,"$3,447 ",287
Gigi Bohling,Canada,After Nines,15-03-2023,"$11,059 ",227
Barr Faughny,Canada ,Mint Chip Choco,03-05-2023,"$4,392 ",251
Beverie Moffet,New Zealand ,Spicy Special Slims,11-09-2023,"$3,710 ",332
Oby Sorrel,India   ,Baker's Choco Chips,20-03-2023,$853 ,387
Kelci Walkden,Australia ,Caramel Stuffed Bars,17-02-2023,"$9,383 ",133
Ches Bonnell,UK,85% Dark Bars,03-05-2023,$232 ,150
Dotty Strutley,UK ,Smooth Silky Salty,26-05-2023,"$30,231 ",186
Wilone O'Kielt,UK,Orange Choco,15-06-2023,"$6,122 ",598
Andria Kimpton,UK ,Smooth Silky Salty,25-09-2023,"$8,352 ",156
Ches Bonnell,Australia   ,After Nines,19-04-2023,"$4,914 ",259
Jehu Rudeforth,Australia,Raspberry Choco,19-06-2023,"$1,627 ",662
Van Tuxwell,UK ,Smooth Silky Salty,11-09-2023,"$4,590 ",121
Andria Kimpton,India   ,Baker's Choco Chips,28-06-2023,"$2,941 ",18
Madelene Upcott,Australia   ,Choco Coated Almonds,28-04-2023,"$4,082 ",511
Oby Sorrel,UK  ,Peanut Butter Cubes,25-01-2024,"$5,940 ",223
Mallorie Waber,India   ,White Choc,12-09-2023,"$5,164 ",406
Kelci Walkden,Canada,50% Dark Bites,23-03-2023,"$2,189 ",124
Brien Boise,Canada,Orange Choco,31-01-2024,"$8,573 ",706
Van Tuxwell,Canada  ,Orange Choco,29-03-2023,"$9,083 ",134
Ches Bonnell,Canada  ,White Choc,30-08-2023,"$4,869 ",396
Madelene Upcott,UK ,70% Dark Bites,23-10-2023,$857 ,133
Kelci Walkden,Canada ,Choco Coated Almonds,01-12-2023,"$13,419 ",116
Ches Bonnell,UK,After Nines,21-12-2023,"$10,103 ",118
Rafaelita Blaksland,UK,Milk Bars,20-11-2023,"$11,633 ",744
Kelci Walkden,Australia ,Manuka Honey Choco,26-01-2024,"$8,015 ",174
Husein Augar,Australia,Eclairs,28-09-2023,"$7,515 ",308
Wilone O'Kielt,Canada  ,99% Dark & Pure,11-01-2024,"$4,840 ",526
Jehu Rudeforth,Canada  ,Peanut Butter Cubes,16-08-2023,"$12,521 ",40
Dennison Crosswaite,India  ,Caramel Stuffed Bars,03-05-2023,"$7,054 ",139
Jehu Rudeforth,UK  ,70% Dark Bites,17-11-2023,"$10,181 ",1224
Roddy Speechley,Australia ,After Nines,21-12-2023,"$9,545 ",72
Rafaelita Blaksland,Canada ,Milk Bars,29-05-2023,"$6,017 ",141
Gunar Cockshoot,India   ,50% Dark Bites,29-02-2024,"$10,481 ",154
Andria Kimpton,New Zealand ,Choco Coated Almonds,25-07-2023,"$2,196 ",709
Kaine Padly,New Zealand  ,White Choc,27-09-2023,"$1,193 ",569
Mallorie Waber,Canada  ,Raspberry Choco,24-04-2023,"$3,980 ",73
Camilla Castle,USA  ,Eclairs,17-05-2023,"$3,017 ",61
Andria Kimpton,India   ,Almond Choco,10-04-2023,"$2,131 ",435
Karlen McCaffrey,USA ,Smooth Silky Salty,28-02-2023,"$3,130 ",357
Barr Faughny,UK   ,Eclairs,01-08-2023,$437 ,580
Mallorie Waber,Australia,Fruit & Nut Bars,05-12-2023,"$5,231 ",215
Gigi Bohling,India   ,Mint Chip Choco,15-05-2023,"$3,416 ",648
Beverie Moffet,India ,50% Dark Bites,13-11-2023,"$6,757 ",37
Jan Morforth,Canada   ,Almond Choco,14-03-2023,"$7,067 ",211
Dennison Crosswaite,India   ,Organic Choco Syrup,01-01-2024,"$8,433 ",256
Madelene Upcott,Australia  ,Milk Bars,09-05-2023,"$4,478 ",280
Husein Augar,Canada   ,Choco Coated Almonds,01-01-2024,"$4,268 ",252
Curtice Advani,USA  ,Caramel Stuffed Bars,13-03-2023,"$1,134 ",124
Mallorie Waber,Australia  ,Organic Choco Syrup,08-06-2023,$245 ,175
Dennison Crosswaite,New Zealand,After Nines,20-02-2024,"$8,791 ",134
Brien Boise,Australia  ,70% Dark Bites,31-10-2023,"$3,728 ",1081
Andria Kimpton,India ,Eclairs,25-05-2023,"$1,172 ",87
Kelci Walkden,UK  ,Peanut Butter Cubes,18-07-2023,"$6,257 ",203
Beverie Moffet,Canada,Baker's Choco Chips,12-05-2023,"$15,658 ",1860
Husein Augar,India,Milk Bars,03-03-2023,"$19,143 ",135
Rafaelita Blaksland,Canada,Orange Choco,07-06-2023,"$12,168 ",364
Roddy Speechley,USA ,Almond Choco,17-05-2023,"$6,842 ",1444
Roddy Speechley,USA  ,Eclairs,08-06-2023,"$6,552 ",670
Rafaelita Blaksland,USA ,70% Dark Bites,06-04-2023,"$4,991 ",251
Barr Faughny,Australia ,Caramel Stuffed Bars,18-01-2024,"$5,301 ",1036
Marney O'Breen,Australia   ,99% Dark & Pure,11-10-2023,"$10,256 ",182
Kaine Padly,New Zealand ,Raspberry Choco,29-09-2023,"$10,469 ",635
Rafaelita Blaksland,New Zealand   ,Raspberry Choco,03-10-2023,"$10,771 ",913
Kaine Padly,UK   ,Choco Coated Almonds,23-03-2023,"$1,114 ",324
Gunar Cockshoot,UK   ,Manuka Honey Choco,10-03-2023,"$15,629 ",55
Brien Boise,Australia  ,Milk Bars,13-02-2024,"$4,070 ",40
Madelene Upcott,India   ,Caramel Stuffed Bars,18-05-2023,"$1,244 ",616
Beverie Moffet,India,Choco Coated Almonds,21-06-2023,"$13,419 ",528
Kaine Padly,UK,99% Dark & Pure,10-07-2023,"$8,015 ",1
Mallorie Waber,New Zealand  ,Drinking Coco,17-02-2023,"$3,519 ",248
Ches Bonnell,UK ,Eclairs,14-07-2023,"$2,304 ",98
Ches Bonnell,UK  ,Fruit & Nut Bars,07-06-2023,"$1,391 ",612
Rafaelita Blaksland,UK  ,Manuka Honey Choco,10-03-2023,"$8,044 ",354
Jan Morforth,USA ,Fruit & Nut Bars,18-05-2023,"$9,619 ",280
Kelci Walkden,New Zealand   ,Eclairs,16-02-2024,"$4,795 ",203
Husein Augar,UK,Orange Choco,30-06-2023,"$10,978 ",370
Kaine Padly,Canada,99% Dark & Pure,21-07-2023,"$12,713 ",215
Ches Bonnell,USA  ,Drinking Coco,01-02-2024,"$4,628 ",488
Rafaelita Blaksland,New Zealand,Milk Bars,24-04-2023,"$9,405 ",497
Marney O'Breen,Canada ,After Nines,23-02-2024,"$2,471 ",313
Jan Morforth,USA ,Drinking Coco,22-09-2023,"$3,825 ",159
Oby Sorrel,Australia  ,85% Dark Bars,24-03-2023,"$4,496 ",63
Andria Kimpton,India   ,99% Dark & Pure,14-03-2023,"$11,828 ",219
Dennison Crosswaite,India ,Milk Bars,03-07-2023,"$5,393 ",91
Ches Bonnell,New Zealand   ,After Nines,06-10-2023,"$6,768 ",167
Gunar Cockshoot,New Zealand,Caramel Stuffed Bars,02-02-2024,"$1,805 ",131
Mallorie Waber,New Zealand ,Organic Choco Syrup,15-11-2023,"$13,136 ",14
Curtice Advani,New Zealand ,Spicy Special Slims,22-11-2023,"$4,115 ",546
Jan Morforth,New Zealand  ,50% Dark Bites,03-11-2023,"$11,342 ",143
Gunar Cockshoot,New Zealand  ,Spicy Special Slims,17-11-2023,"$5,931 ",112
Dotty Strutley,Canada,Mint Chip Choco,31-10-2023,"$1,487 ",250
Dennison Crosswaite,Australia  ,Spicy Special Slims,15-11-2023,$830 ,309
Husein Augar,India  ,Smooth Silky Salty,17-01-2024,"$2,475 ",460
Andria Kimpton,Canada  ,Mint Chip Choco,09-01-2024,"$1,868 ",224
Kelci Walkden,India,Drinking Coco,27-04-2023,"$5,355 ",639
Brien Boise,Canada,Manuka Honey Choco,13-02-2023,"$9,263 ",558
Jan Morforth,UK  ,85% Dark Bars,06-09-2023,$988 ,239
Wilone O'Kielt,New Zealand   ,Organic Choco Syrup,25-12-2023,"$7,895 ",285
Madelene Upcott,India ,After Nines,23-11-2023,"$7,610 ",111
Gunar Cockshoot,USA  ,Raspberry Choco,18-01-2024,"$3,872 ",300
Camilla Castle,Australia   ,Mint Chip Choco,07-02-2023,"$1,919 ",1
Marney O'Breen,India ,Orange Choco,15-12-2023,$356 ,742
Ches Bonnell,Canada,Eclairs,23-08-2023,$272 ,961
Beverie Moffet,Australia ,50% Dark Bites,12-10-2023,"$10,654 ",195
Dotty Strutley,India  ,85% Dark Bars,01-08-2023,"$7,893 ",342
Barr Faughny,New Zealand,Mint Chip Choco,09-02-2024,"$3,773 ",364
Dotty Strutley,USA   ,Mint Chip Choco,28-09-2023,"$4,230 ",190
Dennison Crosswaite,New Zealand   ,Baker's Choco Chips,02-03-2023,"$5,344 ",816
Beverie Moffet,India,Eclairs,13-04-2023,"$4,950 ",280
Curtice Advani,New Zealand,Eclairs,22-02-2023,"$3,551 ",400
Madelene Upcott,New Zealand ,Baker's Choco Chips,01-09-2023,"$4,743 ",150
Gigi Bohling,India   ,Choco Coated Almonds,21-12-2023,"$9,641 ",24
Barr Faughny,Australia  ,Spicy Special Slims,23-03-2023,"$3,717 ",329
Wilone O'Kielt,Australia ,Mint Chip Choco,04-09-2023,"$11,860 ",49
Gigi Bohling,India  ,Peanut Butter Cubes,27-04-2023,"$6,086 ",407
Jan Morforth,India ,Orange Choco,12-07-2023,"$2,993 ",364
Madelene Upcott,Australia ,Smooth Silky Salty,14-02-2024,"$12,978 ",327
Karlen McCaffrey,Canada  ,Mint Chip Choco,02-06-2023,"$1,618 ",757
Brien Boise,USA  ,Eclairs,20-09-2023,"$4,464 ",76
Jan Morforth,India,Choco Coated Almonds,07-11-2023,$929 ,220
Ches Bonnell,UK  ,99% Dark & Pure,26-12-2023,"$6,480 ",404
Wilone O'Kielt,UK ,Eclairs,10-03-2023,"$2,824 ",446
Mallorie Waber,India  ,Mint Chip Choco,14-07-2023,"$2,088 ",679
Dennison Crosswaite,India ,Fruit & Nut Bars,11-01-2024,"$6,982 ",194
Brien Boise,India  ,Choco Coated Almonds,27-10-2023,"$4,700 ",626
Dotty Strutley,UK,Manuka Honey Choco,08-01-2024,"$6,784 ",129
Beverie Moffet,Canada,Almond Choco,06-02-2023,"$12,312 ",250
Van Tuxwell,Canada ,Raspberry Choco,22-02-2023,"$5,483 ",124
Madelene Upcott,UK,White Choc,21-02-2023,"$2,048 ",518
Dotty Strutley,New Zealand ,Raspberry Choco,27-10-2023,"$7,745 ",720
Beverie Moffet,USA   ,Eclairs,18-01-2024,"$1,710 ",415
Jehu Rudeforth,New Zealand   ,After Nines,25-04-2023,"$11,189 ",304
Madelene Upcott,New Zealand ,Drinking Coco,21-09-2023,"$5,058 ",255
Roddy Speechley,USA  ,Smooth Silky Salty,25-05-2023,"$1,429 ",602
Camilla Castle,New Zealand   ,Spicy Special Slims,06-11-2023,"$2,653 ",165
Dotty Strutley,Australia,White Choc,23-01-2024,"$6,644 ",34
Ches Bonnell,Australia ,70% Dark Bites,31-05-2023,$630 ,89
Andria Kimpton,Canada,Spicy Special Slims,19-12-2023,"$2,867 ",75
Barr Faughny,Canada   ,Smooth Silky Salty,13-04-2023,$0 ,157
Barr Faughny,UK,Mint Chip Choco,12-10-2023,"$4,210 ",233
Ches Bonnell,New Zealand ,Baker's Choco Chips,11-07-2023,"$4,131 ",467
Camilla Castle,Australia,50% Dark Bites,29-06-2023,"$7,022 ",2
Gigi Bohling,UK  ,Fruit & Nut Bars,31-10-2023,"$5,850 ",232
Wilone O'Kielt,India   ,Raspberry Choco,18-05-2023,"$8,894 ",1170
Dennison Crosswaite,Australia   ,Almond Choco,19-07-2023,"$3,386 ",615
Van Tuxwell,India   ,Almond Choco,26-12-2023,"$6,842 ",107
Oby Sorrel,New Zealand ,Smooth Silky Salty,02-06-2023,"$16,907 ",335
Rafaelita Blaksland,UK,Caramel Stuffed Bars,11-07-2023,"$7,214 ",628
Jan Morforth,New Zealand,70% Dark Bites,18-01-2024,"$6,176 ",518
Mallorie Waber,UK   ,Fruit & Nut Bars,10-01-2024,"$2,813 ",395
Beverie Moffet,Australia ,Peanut Butter Cubes,07-04-2023,"$7,279 ",95
Ches Bonnell,UK,70% Dark Bites,22-03-2023,"$1,872 ",334
Camilla Castle,UK,Drinking Coco,18-01-2024,"$5,290 ",243
Gigi Bohling,Canada  ,Spicy Special Slims,01-06-2023,"$8,228 ",65
Madelene Upcott,India,Organic Choco Syrup,02-01-2024,"$1,406 ",133
Dotty Strutley,Canada   ,Choco Coated Almonds,06-09-2023,"$6,588 ",574
Wilone O'Kielt,UK  ,Peanut Butter Cubes,25-01-2024,"$12,461 ",390
Husein Augar,USA  ,Spicy Special Slims,27-04-2023,"$6,289 ",224
